ID,ace,af,ak,am,an,ang,ar,arc,arz,as,ast,av,ay,az,azb,ba,bar,bcl,be,be-tarask,bg,bho,bjn,bm,bn,bo,bpy,br,bs,bxr,ca,cdo,ce,ceb,chr,ckb,co,cs,csb,cv,cy,da,de,din,diq,dty,dv,ee,el,eml,en,eo,es,et,eu,ext,fa,ff,fi,fo,fr,frr,fur,fy,ga,gag,gan,gd,gl,glk,gn,gom,gsw,gu,gv,ha,hak,haw,he,hi,hif,hr,ht,hu,hy,ia,id,ig,ilo,io,is,it,ja,jam,jbo,jv,ka,kaa,kbp,kg,ki,kk,kl,km,kn,ko,koi,krc,ksh,ku,ky,la,lb,lbe,lez,lfn,lg,li,lij,lmo,ln,lo,lt,lv,lzh,mai,mdf,mg,mhr,min,mk,ml,mn,mr,ms,mt,mwl,my,myv,mzn,nah,nan,nap,nb,nds,ne,new,nl,nn,nso,nv,ny,oc,om,or,os,pa,pam,pap,pcd,pdc,pl,pms,pnb,ps,pt,qu,rmy,rn,ro,ru,rue,rup,rw,sa,sah,sat,sc,scn,sco,sd,se,sgs,sh,si,sk,sl,sn,so,sq,sr,ss,st,su,sv,sw,szl,ta,tcy,te,tg,th,ti,tk,tl,tn,tpi,tr,ts,tt,tum,tyv,udm,ug,uk,ur,uz,ve,vec,vep,vi,vls,vro,wa,war,wo,wuu,xh,xmf,yi,yo,yue,za,zea,zh,zu
DOID:0050157,,,,,,,التهاب القصيبات المسد لذات الرئة المنظم,,,,,,,,,,,,,,,,,,,,,,,,bronquiolitis obliterant amb pneumònia organitzativa,,,,,,,,,,,,,,,,,,,,cryptogenic organizing pneumonia,,,,,,,,,,bronchiolite oblitérante avec organisation pneumonique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bronchiolite obliterante - polmonite in organizzazione,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kryptogenne organizujące się zapalenie płuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050158,,,,,,,التهاب الرئة الخلالي التوسفي,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,desquamative interstitial pneumonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Złuszczające śródmiąższowe zapalenie płuc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050167,,,,,,,متلازمة متعدد الغدد الصم بالمناعة الذاتية النوع الأول,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,autoimmune polyendocrine syndrome type 1,,Poliendocrinopatía autoinmune tipo 1,APECED,,,,,APECED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoimmunologiczny zespół niedoczynności wielogruczołowej typu 1,,,,,,,,,Синдром MEDAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050168,,,,,,,متلازمة شميت,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,autoimmune polyendocrine syndrome type 2,,Síndrome de Schmidt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autoimmunologiczny zespół niedoczynności wielogruczołowej typu 2,,,,,,,,Sindromul Schmidt,Синдром Шмидта,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lupus eritematoso cutaneo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050175,,,,,,,التهاب الدماغ المحمول بالقراد,,,,,,,,,,,,Кляшчовы энцэфаліт,,,,,,,,,,,,,,,,,,,klíšťová encefalitida,,,,TBE,Frühsommer-Meningoenzephalitis,,,,,,,,tick-borne encephalitis,Fru-Somera Meningo-Encefalito,encefalitis transmitida por garrapatas,Puukentsefaliit,,,,,Puutiaisaivokuume,,encéphalite à tiques,,,,,,,,,,,,,,,,,,דלקת מוח מקרציות,,,Krpeljni meningoencefalitis,,Kullancs encephalitis,,,Radang otak bawaan caplak,,,,TBE,encefalite trasmessa da zecche,ダニ媒介性脳炎,,,,,,,,,Кене энцефалиті,,,,,,,,,,,,,,,,,,,,,Erkinis encefalitas,ērču encefalīts,,,,,,,,,,,,,,,,,,,,,,,,Frühsommer-Meningoenzephalitis,,,,,,,ଟିଙ୍କ ବାହିତ ଏନ‌କେଫାଲାଇଟିସ୍ ଟିକା,,,,,,,Kleszczowe zapalenie mózgu,,,کنکه لېږندويه انسېفلايټس,encefalite do carrapato,,,,Encefalita de căpușă,Клещевой энцефалит,,,,,,,,,,,,,,,Kliešťová encefalitída,Klopni meningoencefalitis,,,,Крпељски менингоенцефалитис,,,,TBE,,,,,,,,,,,,,,,Талпан энцефалиты,,,,,Кліщовий енцефаліт,,,,,,,,,,,,,,,,,,,,,
DOID:0050179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Powassan encephalitis,,,,,,,,,,encéphalite Powassan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050185,,,,,,,حمامى متعددة الأشكال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erythema exsudativum multiforme,,,,,,,,erythema multiforme,,Eritema multiforme,,,,اریتم مولتی‌فرم,,Monimuotoinen punavihoittuma,,érythème polymorphe,,,,,,,,,,,,,,,,,,,,,,,,,,Eritema multiform,,,,,eritema multiforme,,,,,,,,,,,,,,다형 홍반,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rumień wielopostaciowy,,,,eritema multiforme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,อีริทีมา มัลติฟอร์เม,,,,,,Eritema Multiforme,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polioencephalitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050194,,,,,,,,,,,,,,,,,,,,,Аржентинска хеморагична треска,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentine hemorrhagic fever,,fiebre hemorrágica argentina,,,,,,,,fièvre hémorragique d'Argentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Argentyńska gorączka krwotoczna,,,,Febre hemorrágica argentina,,,,,Аргентинская геморрагическая лихорадка,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050195,,,,,,,الحمى البوليفية النزفية,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bolivian hemorrhagic fever,,fiebre hemorrágica boliviana,,,,,,,,fièvre hémorragique bolivienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febbre emorragica boliviana,マチュポウイルス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boliwijska gorączka krwotoczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sốt xuất huyết Bolivia,,,,,,,,,,,,,,玻利維亞出血熱,
DOID:0050196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Venezuelan hemorrhagic fever,,fiebre hemorrágica venezolana,,,,,,,,fièvre hémorragique vénézuelienne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,febbre emorragica venezuelana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wenezuelska gorączka krwotoczna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brazilian hemorrhagic fever,,fiebre hemorragica brasileña,,,,,,,,fièvre hémorragique du Brésil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nephropathia epidemica,,Nefropatía epidémica,,,,,,Myyräkuume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Musepest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sorkfeber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050211,,Varkgriep,,,,,إنفلونزا الخنازير,,انفلوانزا الخنازير,ছোৱাইন ফ্লু,,,,Donuz qripi,,,,,Свіны грып,Сьвіны грып,,,,Giripu pɔrisini,সোয়াইন ইনফ্লুয়েঞ্জা,,,,Svinjska gripa,,grip porcina,,,,,پەرکەمی بەراز,,chřipka prasat,,,Ffliw moch,Svineinfluenza,Schweineinfluenza,,,,އޫރު ރޯގާ,,Γρίπη H1N1,,swine influenza,Porka gripo,gripe porcina,,,,آنفلوآنزای خوکی,,sikainfluenssa,Svínakrím,grippe porcine,,,,Fliú na muc,,,,Gripe porcina,,,,,સ્વાઇન ફ્લ્યુ,,,,,שפעת החזירים,शूकर इन्फ्लूएंजा,,,Grip pòsin,Sertésinfluenza,,Influenza porcin,Flu babi,,,,Svínaflensa,influenza suina,豚インフルエンザ,,,Flu babi,ღორის გრიპი,,,,,,,,ಹಂದಿಜ್ವರ,돼지 인플루엔자,,,,,,Influentia porcina,,,,,,,,,,ໄຂ້ຫວັດຫມູ,Kiaulių gripas,Cūku gripa,,स्वाइन फ्लू,,,,,Свински грип,പന്നിപ്പനി,Гахайн томуу,स्वाइन इन्फ्लुएन्झा,Influenza babi,influwenza tal-majjali,,ဝက်တုပ်ကွေးရောဂါ,,,,Ti-liû-kám,,svineinfluensa,,स्वाइन फ्लू,,varkensgriep,svineinfluensa,,,,,,,,ਸਵਾਈਨ ਇਨਫ਼ਲੂਐਨਜ਼ਾ,,Griep di porco,,Seifiewer,Świńska grypa,,,د سرکوزي والګی,gripe suína,,,,,свиной грипп,,,,,,,,,,,,Kiauliu grips,,සූකර උණ,chrípka ošípaných,Nova gripa,,Hargab Doofaar,Gripi i derrit,свињски грип,,,,svininfluensa,,,எச்1.என்1 சளிக்காய்ச்சல்,,స్వైన్‌ఫ్లూ,,ไข้หวัดใหญ่ในสุกร,,,Trangkasong baboy,,,Domuz gribi,,,,,,,Свинячий грип,Swine influenza,,,,,Cúm lợn,,,,,,猪流感,,,חזיר גריפע,,豬流感,,,豬流感,
DOID:0050214,,,,,,,متلازمة لامبرت-إيتون,,,,,,,,,,,,,,,,,,,,,,,,síndrome de Lambert-Eaton,,,,,,,,,,,,Lambert-Eaton-Rooke-Syndrom,,,,,,,,Lambert-Eaton myasthenic syndrome,,síndrome miasténico de Lambert-Eaton,,,,,,,,syndrome myasthénique de Lambert-Eaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sindrome di Lambert-Eaton,ランバート・イートン症候群,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Syndroom van Lambert-Eaton,,,,,,,,,,,,,,Zespół Lamberta-Eatona,,,,síndrome miastênica de Lambert-Eaton,,,,,Миастенический синдром Ламберта — Итона,,,,,,,,,,,,,Lambert–Itonov mijastenični sindrom,,,Lambert-Eatonov miastenični sindrom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lambert-Eaton 肌無力症候群,
DOID:0050218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,polyzystische Echinokokkose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,echinococcosi policistica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,selective IgM deficiency disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Недостаточность иммуноглобулина M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050230,,,,,,,داء الشعاريات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Intestinal capillariasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Кишечный каппиляриоз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050234,,,,,,,عدوى الشوكميبة,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acanthamoeba infection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acanthamoeba infektion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,meningoencefalitis amèbica primària,,,,,,,,,,,,,,,,,,,,primary amebic meningoencephalitis,,meningoencefalitis amebiana primaria,,,,,,,,méningo-encéphalite amibienne primitive,,,,,,,,,,,,,,,,,,,,,Primarni amebni meningoencefalitis,,,,,Naegleriasis,,,,,meningoencefalite amebica primaria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Neglerioza,,,,naegleríase,,,,,Первичный амёбный менингоэнцефалит,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,เนเกลอริเอซิส,,,,,,Naegleria enfeksiyonu,,,,,,,,,,,,,Naegleriasis,,,,,,,,,,,,,,食腦變形蟲感染,
DOID:0050246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,granulomatous amebic encephalitis,,,,,,آنسفالیت آمیبی گرانولوز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,coenurosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dipylidiasis,,,,,,,,,,,,,,,,,,Dipylidiose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Дипилидиоз,,,,,,,,,,,,,,,,,,,,Дипилидијаза,,,,,,,,,,,,,,,,,,,,,,,,Дипілідіоз,,,,,,,,,,,,,,,,,,,,,
DOID:0050256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,angiostrongyliasis,,Angiostrongiliasis,,,,,,,,angiostrongylose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,広東住血線虫症,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Angiostrongyliasis,,,,,,,,,,,,,,,,,,,,,,,Ангиостронгилёз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,广州管圆线虫病,
DOID:0050261,,,,,,,داء الحليماوات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,thelaziasis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,തെലേസ്സിയ രോഗം,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Телязиоз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tungiasis,,Tungiasis,,,,,,,,Tungose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tungiasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tungiasis,,,,,,,,,,,,,,Tungoza,,,,tungíase,,,,,Саркопсиллёз,,,,,,,,,,,,,,,,,,,,Тунгијаза,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沙蚤病,
DOID:0050268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Офтальмомиаз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050275,,,,,,,التهاب الظفر الفطري,,,,,,,Onixomikoz,,,,,,,,,,,,,,,,,onicomicosi,,,,,,,onychomykóza,,,,Neglesvamp,Nagelpilz,,,,,,,,onychomycosis,Ungomikozo,Tinea unguiüm,,,,,,Kynsisieni,,onychomycose,,,,,,,,,,,,,,,,,,פטרת הציפורניים,नखकवकता,,,,,,,,,,,,onicomicosi,爪白癬,,,,ფრჩხილების სოკოვანი დაავადება,,,,,,,,,,,,,,Онихомикоз,,,,,,,,,,,,Onichomikozė,,,,,,,,Онихомикоза,,,,,,,,,,,,,Neglesopp,,,,Kalknagel,,,,,,,,,,,,,,grzybica paznokci,,,,onicomicose,,,,,онихомикоз,,,,,,,,,,,,,,,,,,,,,,,,nagelsvamp,,,நகச்சொத்தை,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,灰甲,,,甲癬,
DOID:0050278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basidiobolomycosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,conidiobolomycosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050287,,,,,,,داء البوغيات الخفية,,,,,,,,,,,,,,,,,,,,,,,,microsporidiosi,,,,,,,,,,,,Mikrosporidiose,,,,,,,,microsporidiosis,,,,,,,,,,microsporidiose,,,,,,,,,,,,,,,,,,,,,,,,,,Mikrosporidiosis,,,,,,,,,,,,,,,,,,,,,,,,Микроспоридиоз,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,microsporidiose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050288,,,,,,,عدوى داء المكنسات,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,penicilliosis,,Peniciliosis,,,,,,,,Pénicillose,,,,,,,,,,,,,,,,,,,,,,,,,,Penisiliosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,peniciliose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fusariosis,,,,,,,,,,fusariose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trichosporonosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tricosporonose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050298,,,,,,,,,,,,,,,,,,,Адэнавірусныя хваробы,,,,,,,,,,,,,,,,,,,,,,,,Humane Adenoviren,,,,,,,,Adenovirus infection,,,Adenoviirusinfektsioon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,咽頭結膜熱,,,,ადენოვირუსული ინფექცია,,,,,Аденовирусты инфекция,,,,,,,,,Аденовирус оорулары,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Infecção por adenovírus,,,,Adenoviroze,Аденовирусная инфекция,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Аденовірусна інфекція,,,,,,Nhiễm trùng Adenovirus,,,,,,,,,,,,,,腺病毒感染,
DOID:0050304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aniseikonie,,,,,,,,aniseikonia,,,,,,ناهمگونی تصویری,,,,Aniséïconie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aniseiconia,,,,,Анизейкония,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOID:0050309,,Masels,,,,,حصبة,,,সৰুআই,Sarampión,,Piyampiya usu,Qızılca (xəstəlik),,Ҡыҙылса,,,Адзёр,Адзёр,дребна шарка,खसरा रोग,Karumut,,হাম,སིབ་བི།,,,,,xarampió,,,,,,,spalničky,Wësëpnica,Хĕрлĕхен,brech goch,Mæslinger,Masern,Ajuëk,,,ހިމަބިހި,,Ιλαρά,Fèrs,measles,morbilo,sarampión,leetrid,Elgorri,,سرخک,,tuhkarokko,,rougeole,,,,An Bhruitíneach,,,,Xarampón,,Sarapĩu,,Masern,,,,,,חצבת,खसरा,,,,Kanyaró,Կարմրուկ,,campak,,,,Mislingar,morbillo,麻疹,,,,წითელა,,,,,Қызылша,,ជម្ងឺកញ្ជ្រឹល,ದಡಾರ,홍역,,Кёме,,Sorik,Кызылча,Morbillus,Riedelen,,,,,,,Fers,Kintúntú,,Tymai,Masalas,,,,,,,Мали сипаници,അഞ്ചാംപനി,,,Penyakit Campak,,,ဝက်သက်ရောဂါ,,,,,,meslinger,,दादुरा,,mazelen,,,,,Sarrampiu,,ମିଳିମିଳା,,ਖਸਰਾ,,,,,Odra,Rossaso,,,sarampo,,,,rujeolă,Корь,,,,,Куор,,Ermizolu,,maisles,ارڙي,,,Morbili,සරම්ප,osýpky,Ošpice,,,Fruthi,морбили,,,,mässling,Ukambi,,தட்டம்மை,,తట్టు,Бемориҳои сурхакон ва гул,โรคหัด,,Gyzamyk,Tigdas,,,Kızamık,,Кызамык,,,,,Кір,,Qizamiq,,,,Sởi,,,,,,,,,מאזלען,,麻疹,,,麻疹,
